Competidor,Haul,OrgDesCont,22,21,20,19,18
NorthernAirCargo,SH,NAM-SAM,,,,,SAB: pos-MIA-LIM-MIA-bog (N351CM)
NorthernAirCargo,SH,NAM-SAM,,,,,SAB: sju-MIA-BOG-MIA-sdq (N379CX)
NorthernAirCargo,SH,NAM-SAM,,,,,DOM: lim-MIA-BOG-MIA-lim (N351CM)
NorthernAirCargo,SH,NAM-SAM,,,,,DOM: bog-MIA-LIM-MIA-kin (N351CM)
PolarAirCargo,LH,NAM-SAM,,,,,
PolarAirCargo,SH,ASIA-NAM,LUN: szx-NRT-ANC-cvg (N451PA),LUN: lax-ICN*-HKG-ANC-GDL-LAX-ICN-PVG-ANC-lax (N416MC),LUN: lax-ICN*-HKG-ANC-GDL-LAX-ICN-PVG-ANC-lax (N416MC),LUN: nrt-PVG-ANC-LAX-CVG*-NRT-NGO-PVG*-ANC-NRT*-PVG-nrt (N450PA),LUN: icn-PVG-LAX*-NRT-ICN*-LAX-NRT*-ICN-PVG-LAX*-NRT-ICN*-LAX-nrt (N450PA)
PolarAirCargo,SH,ASIA-NAM,LUN: hkg-ICN-ANC-LAX-icn (N454PA),LUN: icn-PVG-LAX*-NRT-ICN*-LAX-NRT*-ICN-PVG-LAX*-NRT-ICN*-LAX-nrt (N450PA),LUN: icn-PVG-LAX*-NRT-ICN*-LAX-NRT*-ICN-PVG-ANC-LAX-icn (N450PA),LUN: icn-HKG-ANC-CVG-ANC-ICN-NGO-CVG-nrt (N452PA),LUN: szx-NRT-ANC-CVG-ICN*-NRT-SZX-NRT-NGO-pvg (N451PA)
PolarAirCargo,SH,ASIA-NAM,LUN: anc-ICN*-HKG-ANC-GDL-LAX-icn (N498MC),LUN: szx-NRT-ANC-CVG*-NRT-SZX-NRT-ANC-CVG-icn (N451PA),LUN: szx-NRT-ANC-CVG-ICN*-NRT-SZX-NRT-ANC-cvg (N453PA),LUN: szx-NRT-ANC-CVG*-SZX-NRT-ANC-CVG-ICN-hkg (N453PA),LUN: icn-NGO-CVG-NRT-ngo (N453PA)
PolarAirCargo,SH,ASIA-NAM,LUN: lax-ICN*-PVG-ANC-CVG-ANC-hkg (N857GT),LUN: hkg-ICN-ANC-LAX-ICN-PVG-ANC-CVG-anc (N857GT),LUN: icn-NGO-CVG-NRT-icn (N857GT),LUN: nrt-ICN-ANC-LAX*-ICN-PVG*-LAX-ICN*-LAX-NRT-NGO-pvg (N487MC),LUN: suu-OKO*-HKG-ANC-CVG-ICN-NGO-CVG*-ICN-HKG*-ANC-icn (N487MC)
PolarAirCargo,SH,ASIA-NAM,MAR: anc-ICN*-PVG-ANC-cvg (N858GT),LUN: lax-ICN*-PVG-ANC-CVG-NRT-ICN-NGO-CVG-nrt (N858GT),LUN: lax-ICN*-PVG-ANC-CVG-ANC*-HKG-ICN*-ANC-HKG*-ICN-ANC-lax (N858GT),LUN: icn-NGO-CVG-NRT-icn (N858GT),LUN: nrt-PVG-ANC-CVG-ANC*-HKG-ICN*-ANC-HKG*-ICN-ANC-lax (N858GT)
PolarAirCargo,SH,ASIA-NAM,,MAR: icn-NGO*-ICN-CVG-ANC*-HKG-ICN*-ANC-HKG*-ICN-ANC*-ICN-HKG*-LAX-icn (N452PA),MAR: szx-NRT-ANC*-CVG-LEJ-BAH-SZX*-ICN-SZX-NRT-anc (N451PA),MAR: szx-NRT-ANC*-CVG-LEJ-BAH-SZX*-ICN-SZX-NRT-anc (N451PA),MAR: ord-HKG-ANC-ORD-ANC-HKG-ANC-CVG*-LAX-cvg (N452PA)
PolarAirCargo,SH,ASIA-NAM,,MAR: szx-NRT-ANC*-CVG-LEJ-BAH-SZX*-ICN-SZX-NRT-anc (N453PA),MAR: hkg-ICN-ANC-LAX-ICN-NGO-CVG-ICN-hkg (N452PA),MAR: icn-NGO-CVG-ANC*-HKG-ICN*-ANC-HKG*-ICN-ANC-LAX*-ICN-pvg (N853GT),MAR: szx-NRT-ANC*-CVG-LEJ-BAH*-ICN-SZX-NRT-ANC*-CVG-mia (N454PA)
PolarAirCargo,SH,ASIA-NAM,,MAR: icn-NGO-CVG-NRT-icn (N853GT),MAR: icn-PVG-ANC-CVG-NRT-ICN-PVG-ANC-cvg (N853GT),MAR: hkg-ICN-ANC-LAX-ICN-PVG-ANC-CVG-nrt (N857GT),MAR: hkg-ICN-ANC-LAX-ICN-tpe (N851GT)
PolarAirCargo,SH,ASIA-NAM,,MIE: icn-PVG-ANC-LAX-ICN*-PVG-ANC-LAX*-ICN-HKG*-LAX-icn (N416MC),MIE: icn-PVG-ANC-LAX-NUW-MSJ-ICN-PVG-anc (N416MC),MIE: ams-HKG-ANC-CVG-WRI-JFK-MHZ-RMS-icn (N416MC),MAR: icn-PVG-ANC-CVG-ANC-HKG-ICN-ANC-lax (N853GT)
PolarAirCargo,SH,ASIA-NAM,,MIE: icn-PVG-LAX*-NRT-ICN*-LAX-NRT*-ICN-PVG-ANC-LAX*-NRT-icn (N450PA),MIE: szx-NRT-ANC-CVG-LEJ-BAH-ICN-SZX-nrt (N453PA),MIE: szx-NRT-ANC-CVG-ICN-HKG-ANC-CVG-nrt (N453PA),MAR: icn-NGO-CVG-NRT-anc (N857GT)
PolarAirCargo,SH,ASIA-NAM,,MIE: szx-NRT-ANC-CVG-ICN-HKG-ANC-CVG-nrt (N451PA),MIE: icn-PVG-ANC-ICN*-ANC-hsv (N498MC),MIE: icn-PVG-ANC-ICN*-ANC-hsv (N498MC),MIE: icn-PVG-LAX*-NRT-ICN*-LAX-NRT*-ICN-PVG-ANC-LAX-nrt (N450PA)
PolarAirCargo,SH,ASIA-NAM,,MIE: anc-ICN*-PVG-ANC-HSV-ANC*-ICN-PVG*-ANC-ICN*-PVG-ANC-hsv (N498MC),MIE: icn-NGO-CVG-ANC-HKG-ANC-CVG-ANC*-ICN-sin (N857GT),MIE: icn-PVG-ANC-CVG-ANC-HKG-ICN-ANC-lax (N858GT),MIE: icn-PVG-ANC-HSV-ANC*-ICN-PVG-ANC-ICN*-ANC-hsv (N498MC)
PolarAirCargo,SH,ASIA-NAM,,MIE: icn-PVG-ANC-CVG-ANC-HKG-ICN-ANC-lax (N857GT),MIE: anc-HKG*-ICN-ANC-LAX*-ICN-HKG*-LAX-ICN*-HKG-ICN-ANC-lax (N858GT),JUE: icn-PVG-LAX*-NRT-NGO*-LAX-NRT*-NGO-PVG-NRT-ICN-pvg (N450PA),MIE: cvg-NRT-ANC-CVG-LEJ-BAH-ICN-SZX-nrt (N857GT)
PolarAirCargo,SH,ASIA-NAM,,MIE: icn-NGO-CVG-NRT-icn (N858GT),JUE: icn-NGO-CVG-ICN-hkg (N452PA),JUE: anc-HKG*-ICN-ANC-LAX*-ICN-PVG*-LAX-PVG-ANC-CVG-nrt (N853GT),MIE: anc-HKG*-ICN-ANC-LAX*-ICN-HKG*-LAX-ICN*-HKG-ANC-CVG-anc (N858GT)
PolarAirCargo,SH,ASIA-NAM,,JUE: anc-HKG*-ICN-ANC*-ICN-HKG*-LAX-ICN*-HKG-ANC-CVG-NRT-ngo (N452PA),JUE: icn-PVG-ANC-CVG-NRT*-PVG-ANC-CVG-LEJ-bah (N853GT),JUE: icn-PVG-ANC-CVG-NRT*-PVG-ANC-CVG-NRT-icn (N857GT),JUE: icn-PVG-ANC-CVG-NRT*-PVG-ANC-CVG-NRT-szx (N453PA)
PolarAirCargo,SH,ASIA-NAM,,JUE: nrt-ICN-ANC-LAX*-ICN-PVG*-LAX-PVG-ANC-CVG-nrt (N853GT),VIE: szx-NRT-ANC-CVG-MIA-CVG-NRT-SZX-nrt (N451PA),VIE: szx-NRT-ANC*-CVG-MIA-CVG-ANC*-NRT-SZX-NRT-anc (N451PA),JUE: icn-NGO-CVG*-ICN-HKG*-ANC-ICN*-HKG-ANC-CVG-NRT-icn (N487MC)
PolarAirCargo,SH,ASIA-NAM,,VIE: icn-PVG-ANC-LAX*-NRT-ICN*-LAX-NRT*-ICN-HKG-ANC-lax (N450PA),VIE: icn-PVG-ANC-ICN*-ANC-hsv (N498MC),VIE: icn-NGO-CVG-NRT-hkg (N452PA),VIE: icn-WUX-ANC-ORD-ANC*-ICN-PVG-ANC-ICN*-ANC-ord (N416MC)
PolarAirCargo,SH,ASIA-NAM,,VIE: szx-NRT-ANC*-CVG-MIA-CVG-ANC*-NRT-NGO-PVG*-ANC-icn (N453PA),VIE: anc-HKG-ANC-CVG-ANC*-ICN-SIN*-ANC-ICN*-SIN-HKG-icn (N857GT),VIE: icn-PVG-ANC-LAX*-NRT-ICN*-LAX-NRT*-ICN-HKG-ANC-cvg (N487MC),VIE: icn-PVG-ANC-LAX-NRT-PVG-ANC-LAX-cvg (N450PA)
PolarAirCargo,SH,ASIA-NAM,,VIE: icn-HKG-ANC-CVG-ANC*-ICN-SIN*-ANC-ICN*-SIN-HKG-icn (N454PA),SAB: icn-PVG-ANC-LAX*-ICN-HKG*-LAX-ICN*-HKG-ANC-GDL-lax (N416MC),VIE: anc-ICN*-PVG-ANC-HSV-ANC*-ICN-PVG-ANC-ICN*-ANC-hsv (N498MC),VIE: szx-NRT-ANC*-CVG-MIA-CVG-ICN-PVG*-LAX-NRT-tpe (N454PA)
PolarAirCargo,SH,ASIA-NAM,,VIE: anc-ICN*-PVG-ANC-HSV-ANC*-ICN-HKG*-ANC-ICN*-HKG-ANC-gdl (N498MC),SAB: icn-PVG-ANC-LAX-ICN-PVG-LAX*-NRT-ICN*-LAX-nrt (N450PA),VIE: lax-PVG-ANC-CVG-NRT-PVG-ANC-CVG-icn (N853GT),VIE: icn-PVG-ANC-ICN*-ANC-hsv (N498MC)
PolarAirCargo,SH,ASIA-NAM,,VIE: lax-PVG-ANC-CVG-NRT-HKG-ANC-CVG-icn (N853GT),SAB: icn-HKG-ANC-CVG-NRT-ICN-NGO*-ICN-CVG-anc (N452PA),SAB: icn-PVG-ANC-LAX*-ICN-HKG*-LAX-ICN*-HKG-ANC-GDL-lax (N416MC),VIE: hkg-ICN-ANC-LAX*-ICN-PVG*-LAX-ICN*-PVG-ANC-CVG-icn (N853GT)
PolarAirCargo,SH,ASIA-NAM,,VIE: icn-NGO-CVG-NRT*-CVG-nrt (N858GT),SAB: tpe-HKG-ANC-CVG-NRT-NGO-PVG-NRT-ngo (N487MC),SAB: icn-HKG-ANC-CVG-NRT-SZX-NRT-ANC-cvg (N453PA),VIE: lax-ICN*-HKG-ANC-CVG-ANC*-ICN-SIN-HKG-ICN-ngo (N858GT)
PolarAirCargo,SH,ASIA-NAM,,SAB: lax-ICN*-PVG-ANC-LAX*-ICN-HKG*-LAX-icn (N416MC),SAB: cvg-NRT*-PVG-ANC-CVG-LEJ-BAH-HKG-ICN-ngo (N853GT),SAB: tpe-HKG-ANC-CVG-NRT-NGO-PVG-NRT-ngo (N454PA),SAB: tpe-HKG-ANC-CVG-NRT-SZX-NRT-ANC*-CVG-lej (N451PA)
PolarAirCargo,SH,ASIA-NAM,,SAB: icn-HKG-ANC-CVG-NRT-SZX-NRT-ANC-cvg (N451PA),SAB: hkg-ICN-ANC-LAX*-ICN-PVG*-LAX-ICN*-PVG-ANC-CVG-nrt (N858GT),SAB: cvg-NRT*-PVG-ANC-CVG-NRT-ICN-NGO-CVG-nrt (N857GT),SAB: anc-HKG-ANC-CVG*-LAX-CVG-NRT-ICN-HKG-anc (N452PA)
PolarAirCargo,SH,ASIA-NAM,,SAB: lax-ICN*-HKG-ANC-CVG-NRT-NGO-PVG-NRT-szx (N452PA),DOM: szx-NRT-ANC-CVG-ANC*-NRT-SZX*-ANC-ICN*-SZX-NRT-anc (N453PA),SAB: hkg-ICN-ANC-LAX*-ICN-PVG*-LAX-ICN*-PVG-ANC-CVG-anc (N858GT),SAB: cvg-NRT*-PVG-ANC-CVG-NRT-SZX-NRT-ANC-cvg (N453PA)
PolarAirCargo,SH,ASIA-NAM,,SAB: hkg-ICN-ANC-LAX*-ICN-PVG*-LAX-ICN*-PVG-ANC-CVG-anc (N857GT),DOM: icn-PVG-ANC-ICN*-ANC-hsv (N498MC),DOM: icn-PVG-ANC-LAX-ICN-PVG-LAX*-NRT-ICN*-LAX-nrt (N450PA),SAB: anc-ICN*-HKG-ANC-CVG-NRT-ICN-ANC-LAX*-ICN-pvg (N487MC)
PolarAirCargo,SH,ASIA-NAM,,DOM: icn-HKG-ANC-LAX-ANC*-ICN-PVG*-ANC-icn (N450PA),,DOM: hkg-ICN-ANC-CVG-LEJ-BAH-HKG-ICN-anc (N452PA),SAB: lax-ICN*-PVG-ANC-CVG-ICN-NGO-CVG-ANC*-HKG-icn (N853GT)
PolarAirCargo,SH,ASIA-NAM,,DOM: nrt-HKG-ANC-CVG-ICN-NGO-cvg (N853GT),,DOM: icn-HKG-ANC-CVG-ANC*-ICN-PVG*-ANC-ICN*-NRT-ICN*-LAX-nrt (N487MC),DOM: icn-PVG-ANC-ICN*-ANC-ord (N416MC)
PolarAirCargo,SH,ASIA-NAM,,DOM: hkg-ICN-ANC-CVG-ICN-PVG*-ANC-ICN*-PVG-ANC-cvg (N858GT),,DOM: icn-PVG-ANC-ICN*-ANC-hsv (N498MC),DOM: szx-NRT-ANC-CVG-LEJ-BAH-HKG-ICN-anc (N857GT)
PolarAirCargo,SH,ASIA-NAM,,,,DOM: nrt-PVG-ANC-CVG-ICN-PVG-ANC-CVG-nrt (N853GT),LUN: lim-MIA-BOG-MIA-icn (N416MC)
PolarAirCargo,SH,ASIA-NAM,,,,,DOM: anc-ORD-UIO-MIA-ams (N416MC)
PrivilegeStyle,LH,ASIA-EUR,,,,,DOM: arn-MAD-SCL-VVI-FRA-ARN-AMS-PBM-ams (EC-MUA)
PrivilegeStyle,SH,ASIA-EUR,LUN: lhr-MAD-PTY-fra (EC-LZO),JUE: szx-MAD-PVR-MAD-beg (EC-MUA),MAR: mad-LHE-TBS-mad (EC-ISY),DOM: ams-MAD-PHL-AUH-MAD-MIA-SOF-MAD-gla (EC-LZO),DOM: ams-HRI-AMS-MAD-PHL-AUH-MAD-MIA-sof (EC-LZO)
PrivilegeStyle,SH,ASIA-EUR,,VIE: mad-GLA-GEO-LHR-mad (EC-LZO),MAR: phl-AUH-MAD-MIA-SOF-MAD-GLA-GEO-lhr (EC-LZO),DOM: ams-MAD-IAD-MAD-szx (EC-MUA),
PrivilegeStyle,SH,ASIA-EUR,,,JUE: mad-SZX-MAD-PVR-MAD-BEG-muc (EC-MUA),VIE: arn-AMS-PBM-AMS-mad (EC-MUA),
PrivilegeStyle,SH,ASIA-EUR,,,JUE: auh-MAD-MIA-SOF-mad (EC-LZO),,
Qantas,LH,OCE-SAM,,,,,
QatarAirways,LH,ASIA-EUR,MAR: cgo-DOH-LUX-GRU*-BSL-gru (A7-BFB),MAR: del-DOH-FRA-VCP-SCL-LAX*-OST-DOH-HAN-doh (A7-BFS),MIE: hkg-DOH-LUX-VCP-SCL-PTY-DFW*-OST-DOH-pvg (A7-BFM),MIE: bom-DOH-MXP*-LGG-MXP-DOH*-BSL-GRU-EZE*-BOG-UIO*-MIA-lgg (A7-BFO),MAR: mxp-DOH-BSL-EZE-GRU-LAX*-OST-DOH-LUX-mex (A7-BFQ)
QatarAirways,LH,ASIA-EUR,LUN: mst-DOH*-BSL-GRU-EZE-UIO*-FLL-MIA-lgg (A7-BFA),MIE: han-DOH-CDG-MXP-DOH*-BSL-GRU*-UIO-BOG-MIA-lgg (A7-BFB),JUE: can-DOH-LUX*-BCN-BSL-GRU-EZE*-BOG-MIA-LGG-doh (A7-BFG),MIE: lgg-DOH-LUX-VCP-SCL-PTY-DFW*-OST-DOH-kix (A7-BFT),JUE: fra-DOH-LUX-VCP-SCL-PTY-DFW*-OST-DOH-pvg (A7-BFC)
QatarAirways,LH,ASIA-EUR,MAR: doh-LUX-GRU*-BSL-gru (A7-BFB),JUE: pvg-DOH-FRA*-JNB-GRU-SCL-PTY-DFW-OST-doh (A7-BFR),DOM: pvg-DOH-LUX-VCP-SCL-PTY-DFW-OST-doh (A7-BFI),DOM: dac-DOH-LUX-VCP-SCL-PTY-DFW*-OST-DOH*-MAD-ord (A7-BFB),SAB: mad-DOH-AMS*-OSL-JFK-ORD-AMS-DOH*-BSL-GRU-eze (A7-BFF)
QatarAirways,LH,ASIA-EUR,,DOM: ams-DOH-LUX-VCP-SCL-PTY-DFW*-OST-DOH-mfm (A7-BFU),MAR: fra-DOH-GRU-DOH-kul (A7-ANJ),MAR: kwi-DOH-GRU-DOH-gru (A7-BBE),DOM: cdg-DOH-LUX-VCP-SCL-PTY-DFW*-OST-DOH-ala (A7-BFE)
QatarAirways,LH,ASIA-EUR,,MAR: per-DOH-GRU-DOH-fra (A7-ANB),JUE: cph-DOH-GRU-DOH*-KUL-doh (A7-ANC),JUE: gru-DOH-GRU-doh (A7-BBE),MAR: gru-DOH-GRU-DOH-gru (A7-BBG)
QatarAirways,LH,ASIA-EUR,,JUE: lhr-DOH-GRU-EZE-GRU-DOH-KUL-DOH-kul (A7-ANE),SAB: mct-DOH-GRU-DOH-nrt (A7-ANI),SAB: nrt-DOH-GRU-DOH-fra (A7-ANJ),JUE: gru-DOH-GRU-DOH-gru (A7-BBG)
QatarAirways,LH,ASIA-EUR,,SAB: per-DOH-GRU-DOH-kul (A7-ANG),SAB: cdg-LUX*-ZAZ-JFK-ORD*-MST-DOH-CAN-DOH*-BSL-GRU-eze (A7-BFO),SAB: mst-ZAZ-JFK-ORD*-MST-DOH*-CMN-BSL-GRU-EZE-uio (A7-BFL),SAB: gru-DOH-GRU-doh (A7-BBG)
QatarAirways,LH,ASIA-EUR,,SAB: fra-ZAZ-JFK-ORD*-MST-DOH*-BSL-GRU-EZE-UIO*-FLL-mia (A7-BFA),LUN: cmn-BSL-GRU-EZE-UIO*-BOG-MIA-LGG-DOH-han (A7-BFL),LUN: ams-DOH*-BSL-GRU-EZE-UIO*-MIA-LGG-DOH-KIX-hkg (A7-BFF),MAR: ost-KBP-MIA-GRU-EZE-UIO*-MIA-LGG-DOH-sin (A7-BFB)
QatarAirways,LH,ASIA-EUR,,LUN: doh-LUX-VCP-SCL-PTY-DFW-OST-DOH-lux (A7-BFI),MAR: osl-DOH*-BSL-GRU-EZE-UIO*-MIA-LGG-DOH-HAN-doh (A7-BFK),MAR: stn-DOH*-LGG-GRU-EZE-UIO*-MIA-LGG-DOH-SIN-mel (A7-BFK),SAB: doh-AMS*-OSL-JFK-ORD-AMS-DOH*-BSL-GRU-EZE-uio (A7-BFF)
QatarAirways,LH,ASIA-EUR,,"LUN: kwi-DOH*-BSL-GRU*-LUX-GRU-EZE-UIO*-BOG-PTY-LGG-doh, bsl-GRU*-LUX-GRU-EZE-UIO*-BOG-PTY-LGG-DOH-fra (A7-BFM)",JUE: bcn-BSL-GRU-EZE*-BOG-MIA-LGG-DOH-HAN-doh (A7-BFG),JUE: mxp-DOH*-BSL-GRU-EZE*-BOG-UIO*-MIA-LGG-DOH-HAN-doh (A7-BFO),LUN: fra-BSL-GRU-EZE-UIO*-BOG-PTY-LGG-DOH*-AMS-ord (A7-BFM)
QatarAirways,LH,ASIA-EUR,,MAR: can-DOH*-BSL-GRU-EZE-UIO*-MIA-LGG-DOH*-KIX-HKG-doh (A7-BFO),JUE: doh-LUX-VCP-SCL-PTY-DFW*-OST-DOH-PVG*-KWI-doh (A7-BFM),JUE: doh-LUX-VCP-SCL-PTY-DFW*-OST-DOH-KIX-hkg (A7-BFT),MAR: doh-BSL-EZE-GRU-LAX*-OST-DOH-LUX-MEX-iah (A7-BFQ)
QatarAirways,LH,ASIA-EUR,,MAR: doh-FRA-VCP-SCL-LAX*-OST-DOH-HAN-DOH-isb (A7-BFS),,DOM: doh-LUX-VCP-SCL-PTY-DFW*-OST-DOH*-MAD-ORD-lax (A7-BFB),JUE: doh-LUX-VCP-SCL-PTY-DFW*-OST-DOH-PVG-doh (A7-BFC)
QatarAirways,LH,ASIA-EUR,,JUE: mxp-DOH*-BSL-GRU*-UIO-BOG-MIA-LGG-DOH-DAC*-DOH-dac (A7-BFB),,,JUE: pvg-DOH*-BSL-GRU-EZE*-BOG-UIO-PTY-LGG-DOH-sin (A7-BFK)
QatarAirways,LH,ASIA-EUR,,DOM: doh-LUX-VCP-SCL-PTY-DFW*-OST-DOH-mfm (A7-BFU),,,DOM: doh-LUX-VCP-SCL-PTY-DFW*-OST-DOH-ALA-hkg (A7-BFE)
QatarAirways,LH,ASIA-EUR,,,,,MAR: kbp-MIA-GRU-EZE-UIO*-MIA-LGG-DOH-SIN-mel (A7-BFB)
QatarAirways,SH,ASIA-EUR,LUN: blr-DOH-LHR*-AMS-BSL-DOH-BRU-DOH*-MAD-doh (A7-AFH),LUN: ist-DOH-LHR-BSL-DOH*-KWI-MAD-DOH-IST-doh (A7-AFJ),LUN: han-DOH-IST-DOH-bru (A7-AFF),LUN: sgn-DOH-LHR*-MXP-BSL-DOH-SGN-DOH-HYD-doh (A7-AFF),LUN: bom-DOH-MXP-BEY-doh (A7-AFG)
QatarAirways,SH,ASIA-EUR,LUN: bsl-DOH-BRU-DOH*-MAD-doh (A7-AFH),LUN: cdg-DOH-CDG*-DOH-IKA-DOH-ATH-DOH-CDG-doh (A7-ALP),LUN: bom-DOH-LHR-BSL-DOH-JIB-EBB-NBO-doh (A7-AFI),LUN: prg-DOH-IST-DOH-amd (A7-AFI),LUN: bey-DOH-IST-BEY-doh (A7-AFH)
QatarAirways,SH,ASIA-EUR,LUN: osl-DOH-MXP-DOH-mct (A7-ALF),LUN: osl-DOH-HEL-DOH-mxp (A7-ALS),LUN: dub-DOH-CDG-DOH-kwi (A7-ALL),LUN: doh-DEL*-ISB-LHR-DOH-bey (A7-ALF),LUN: bey-DOH-BRU-DOH*-MAD-doh (A7-AFH)
QatarAirways,SH,ASIA-EUR,LUN: pnh-DOH-MAD-DOH-cdg (A7-ALK),LUN: bru-DOH-ARN-DOH-osl (A7-ALW),LUN: kwi-DOH-DUB-DOH-cdg (A7-ALW),LUN: bcn-DOH-CDG-DOH-bcn (A7-ALK),LUN: sgn-DOH-LHR-DOH-osl (A7-AFI)
QatarAirways,SH,ASIA-EUR,LUN: sin-DOH-CDG-DOH-ist (A7-ALL),LUN: cgk-DOH-MUC-DOH-bkk (A7-AMF),LUN: cdg-DOH-HEL-DOH-mct (A7-ALZ),LUN: kwi-DOH-IST-DOH-osl (A7-ALS),LUN: vie-DOH-HEL-DOH-amd (A7-ALC)
QatarAirways,SH,ASIA-EUR,LUN: fco-DOH-MUC-DOH-mnl (A7-AME),LUN: yul-DOH-AMS-DOH-zrh (A7-AMH),LUN: osl-DOH-MAN-DOH-cdg (A7-AMH),LUN: lhr-DOH-HEL-DOH-vie (A7-ALW),LUN: doh-ATQ-LHR-DOH-vie (A7-ALR)
QatarAirways,SH,ASIA-EUR,LUN: arn-DOH-LHR-DOH-lhr (A7-AMG),LUN: muc-DOH-LHR-DOH-man (A7-AMI),LUN: cgk-DOH-AMS-DOH-arn (A7-AMJ),LUN: cmb-DOH-MAN-DOH-vie (A7-ALY),LUN: doh-AMD-LHR-DOH-bru (A7-ALS)
QatarAirways,SH,ASIA-EUR,LUN: yul-DOH-MAN-DOH-cgk (A7-AMI),LUN: arn-DOH-MAN-DOH-lhr (A7-AMJ),LUN: arn-DOH-CDG-DOH-zrh (A7-AMK),LUN: dub-DOH-DUB-DOH-man (A7-ALZ),LUN: doh-ISB-LHR-DOH-amd (A7-ALX)
QatarAirways,SH,ASIA-EUR,LUN: cgk-DOH-ARN-DOH-fco (A7-AMJ),LUN: dub-DOH-DUB-DOH-fco (A7-AML),LUN: fco-DOH-ARN-DOH-ams (A7-AML),LUN: arn-DOH-ARN-DOH-cph (A7-AMH),LUN: ams-DOH-DUB-DOH-zrh (A7-ALY)
QatarAirways,SH,ASIA-EUR,LUN: dub-DOH-DUB-DOH-zrh (A7-AMK),LUN: nrt-DOH-CDG-DOH-sin (A7-ANC),LUN: syd-DOH-LHR-DOH-mel (A7-AND),LUN: lhr-DOH-MUC-DOH-nrt (A7-ANB),LUN: muc-DOH-MUC-DOH-iad (A7-AME)
QatarAirways,SH,ASIA-EUR,LUN: syd-DOH-AMS-DOH-per (A7-ANK),LUN: mel-DOH-CDG-DOH-nrt (A7-AND),LUN: mel-DOH-LHR-DOH-lhr (A7-ANE),LUN: cdg-DOH-CDG-DOH-lhr (A7-AND),LUN: cph-DOH-MAN-DOH-cph (A7-AMG)
QatarAirways,SH,ASIA-EUR,LUN: fra-DOH-FRA-DOH-nrt (A7-ANM),LUN: dfw-DOH-FRA-DOH-syd (A7-ANK),LUN: gru-DOH-FRA-DOH-gru (A7-ANJ),LUN: sin-DOH-FRA-DOH-mel (A7-ANG),LUN: iad-DOH-CDG-DOH-fra (A7-AMH)
QatarAirways,SH,ASIA-EUR,LUN: nrt-DOH-CDG-DOH-ams (A7-ANP),LUN: fra-DOH-ZRH-DOH-cph (A7-BAB),LUN: bru-DOH-LUX-DOH-mel (A7-BAB),LUN: hkg-DOH-LHR-DOH-ams (A7-ANI),LUN: mct-DOH-ARN-DOH-hel (A7-AMI)
QatarAirways,SH,ASIA-EUR,LUN: fra-DOH-BRU-DOH-bkk (A7-BAA),LUN: zrh-DOH-LGG-DOH-syd (A7-BAC),LUN: ist-DOH-BRU-DOH-muc (A7-BAN),LUN: mel-DOH-AMS-DOH-hkg (A7-ANP),LUN: fra-DOH-BRU-DOH-cmb (A7-AMJ)
QatarAirways,SH,ASIA-EUR,LUN: lhe-DOH-LHR-DOH-sin (A7-BAG),LUN: bkk-DOH-BUD-DOH-jnb (A7-BAH),LUN: cdg-DOH-MUC-DOH-lgg (A7-BAP),LUN: cdg-DOH-ZRH-DOH*-JNB-doh (A7-BAC),LUN: cmb-DOH-FRA-DOH-syd (A7-ANA)
QatarAirways,SH,ASIA-EUR,LUN: mel-DOH-BRU-DOH-lhr (A7-BAL),LUN: cdg-DOH-BRU-DOH-cph (A7-BAL),LUN: muc-DOH-LGG-DOH-jnb (A7-BAP),LUN: amm-DOH-BUD-DOH-lhr (A7-BAM),LUN: nrt-DOH-AMS-DOH-sin (A7-ANB)
QatarAirways,SH,ASIA-EUR,LUN: bom-DOH-ATH-DOH-muc (A7-BAO),LUN: syd-DOH-MXP-DOH-lgg (A7-BAQ),LUN: pvg-DOH-CDG-DOH-bom (A7-BAQ),LUN: bud-DOH-LHR-DOH-bom (A7-BAM),LUN: cdg-DOH-LHR-DOH-mel (A7-AND)
QatarAirways,SH,ASIA-EUR,LUN: ath-DOH-MUC-DOH-maa (A7-BAO),LUN: mxp-DOH-LGG-BEY-doh (A7-BAQ),LUN: maa-DOH-LGG-AMM-doh (A7-BAU),LUN: bru-DOH-MXP-DOH*-MXP-doh (A7-BAN),LUN: bkk-DOH-LHR-DOH-per (A7-ANF)
QatarAirways,SH,ASIA-EUR,LUN: doh-CDG*-DOH-CDG*-DOH-CDG-doh (A7-BAU),LUN: bom-DOH-LGG-DOH*-BKK-doh (A7-BAU),LUN: man-DOH-LHR-DOH-lux (A7-BAW),LUN: can-DOH-FRA-DOH-mel (A7-BAQ),LUN: kul-DOH-CDG-DOH-cdg (A7-ANI)
QatarAirways,SH,ASIA-EUR,LUN: hyd-DOH-LGG-DOH-lhr (A7-BAW),LUN: jnb-DOH-LUX*-MUC-DOH-fra (A7-BAW),LUN: lgg-DOH-ZRH-DOH-man (A7-BAX),LUN: ist-DOH-BRU-DOH*-JNB-doh (A7-BAT),LUN: syd-DOH-CDG-DOH-hkg (A7-ANP)
